,year,fuel_type,CO2
120395,1899,Oil,
120396,1900,Oil,
120397,1901,Oil,
120398,1902,Oil,
120399,1903,Oil,
120400,1904,Oil,
120401,1905,Oil,
120402,1906,Oil,
120403,1907,Oil,
120404,1908,Oil,
120405,1909,Oil,
120406,1910,Oil,
120407,1911,Oil,
120408,1912,Oil,
120409,1913,Oil,
120410,1914,Oil,
120411,1915,Oil,
120412,1916,Oil,
120413,1917,Oil,
120414,1918,Oil,
120415,1919,Oil,
120416,1920,Oil,
120417,1921,Oil,
120418,1922,Oil,
120419,1923,Oil,
120420,1924,Oil,
120421,1925,Oil,
120422,1926,Oil,
120423,1927,Oil,
120424,1928,Oil,
120425,1929,Oil,
120426,1930,Oil,
120427,1931,Oil,0.004
120428,1932,Oil,0.004
120429,1933,Oil,0.004
120430,1934,Oil,0.004
120431,1935,Oil,0.004
120432,1936,Oil,0.004
120433,1937,Oil,0.004
120434,1938,Oil,0.004
120435,1939,Oil,
120436,1940,Oil,
120437,1941,Oil,
120438,1942,Oil,
120439,1943,Oil,
120440,1944,Oil,
120441,1945,Oil,
120442,1946,Oil,
120443,1947,Oil,
120444,1948,Oil,
120445,1949,Oil,0.004
120446,1950,Oil,2.609
120447,1951,Oil,2.841
120448,1952,Oil,3.239
120449,1953,Oil,2.948
120450,1954,Oil,3.257
120451,1955,Oil,3.598
120452,1956,Oil,3.712
120453,1957,Oil,4.305
120454,1958,Oil,3.961
120455,1959,Oil,3.906
120456,1960,Oil,4.631
120457,1961,Oil,4.998
120458,1962,Oil,5.265
120459,1963,Oil,5.84
120460,1964,Oil,6.364
120461,1965,Oil,7.425
120462,1966,Oil,7.742
120463,1967,Oil,8.039
120464,1968,Oil,8.256
120465,1969,Oil,8.79
120466,1970,Oil,8.57
120467,1971,Oil,9.81
120468,1972,Oil,10.615
120469,1973,Oil,11.781
120470,1974,Oil,11.975
120471,1975,Oil,11.791
120472,1976,Oil,11.531
120473,1977,Oil,11.712
120474,1978,Oil,10.456
120475,1979,Oil,10.146
120476,1980,Oil,10.875
120477,1981,Oil,9.849
120478,1982,Oil,9.863
120479,1983,Oil,8.966
120480,1984,Oil,8.962
120481,1985,Oil,10.42
120482,1986,Oil,10.697
120483,1987,Oil,11.597
120484,1988,Oil,11.345
120485,1989,Oil,11.943
120486,1990,Oil,12.405
120487,1991,Oil,12.291
120488,1992,Oil,13.303
120489,1993,Oil,13.173
120490,1994,Oil,14.089
120491,1995,Oil,14.741
120492,1996,Oil,14.9
120493,1997,Oil,15.222
120494,1998,Oil,15.501
120495,1999,Oil,15.805
120496,2000,Oil,16.467
120497,2001,Oil,16.581
120498,2002,Oil,17.312
120499,2003,Oil,18.107
120500,2004,Oil,18.473
120501,2005,Oil,18.651
120502,2006,Oil,18.784
120503,2007,Oil,18.991
120504,2008,Oil,18.861
120505,2009,Oil,18.111
120506,2010,Oil,18.194
120507,2011,Oil,18.405
120508,2012,Oil,18.167
120509,2013,Oil,18.546
120510,2014,Oil,18.851
120511,2015,Oil,19.379
120512,2016,Oil,19.489
120513,2017,Oil,20.363
120514,2018,Oil,20.526
120515,2019,Oil,20.887
120516,2020,Oil,17.727
120517,1943,Oil,
120518,1944,Oil,
120519,1945,Oil,
120520,1946,Oil,
120521,1947,Oil,
120522,1948,Oil,
120523,1949,Oil,
120524,1950,Oil,0.183
120525,1951,Oil,0.191
120526,1952,Oil,0.264
120527,1953,Oil,0.275
120528,1954,Oil,0.304
120529,1955,Oil,0.377
120530,1956,Oil,0.355
120531,1957,Oil,0.396
120532,1958,Oil,0.583
120533,1959,Oil,0.462
120534,1960,Oil,0.517
120535,1961,Oil,0.542
120536,1962,Oil,0.638
120537,1963,Oil,0.817
120538,1964,Oil,0.92
120539,1965,Oil,0.747
120540,1966,Oil,0.92
120541,1967,Oil,1.033
120542,1968,Oil,1.18
120543,1969,Oil,1.231
120544,1970,Oil,1.341
120545,1971,Oil,1.447
120546,1972,Oil,1.546
120547,1973,Oil,1.733
120548,1974,Oil,1.832
120549,1975,Oil,1.839
120550,1976,Oil,2.11
120551,1977,Oil,2.722
120552,1978,Oil,2.532
120553,1979,Oil,1.667
120554,1980,Oil,1.949
120555,1981,Oil,2.056
120556,1982,Oil,2.063
120557,1983,Oil,1.949
120558,1984,Oil,1.799
120559,1985,Oil,1.938
120560,1986,Oil,2.209
120561,1987,Oil,2.385
120562,1988,Oil,2.195
120563,1989,Oil,1.411
120564,1990,Oil,1.949
120565,1991,Oil,1.883
120566,1992,Oil,2.253
120567,1993,Oil,2.173
120568,1994,Oil,2.385
120569,1995,Oil,2.616
120570,1996,Oil,2.693
120571,1997,Oil,2.953
120572,1998,Oil,3.232
120573,1999,Oil,3.448
120574,2000,Oil,3.495
120575,2001,Oil,3.704
120576,2002,Oil,3.759
120577,2003,Oil,3.964
120578,2004,Oil,4.162
120579,2005,Oil,4.052
120580,2006,Oil,4.203
120581,2007,Oil,4.338
120582,2008,Oil,4.155
120583,2009,Oil,4.236
120584,2010,Oil,4.232
120585,2011,Oil,4.532
120586,2012,Oil,4.305
120587,2013,Oil,4.364
120588,2014,Oil,4.485
120589,2015,Oil,5.159
120590,2016,Oil,5.111
120591,2017,Oil,5.155
120592,2018,Oil,4.928
120593,2019,Oil,5.32
120594,2020,Oil,4.721
120595,1958,Oil,0.026
120596,1959,Oil,0.022
120597,1960,Oil,0.029
120598,1961,Oil,0.055
120599,1962,Oil,0.066
120600,1963,Oil,0.088
120601,1964,Oil,0.095
120602,1965,Oil,0.092
120603,1966,Oil,0.128
120604,1967,Oil,0.121
120605,1968,Oil,0.15
120606,1969,Oil,0.18
120607,1970,Oil,0.202
120608,1971,Oil,0.216
120609,1972,Oil,0.238
120610,1973,Oil,0.293
120611,1974,Oil,0.278
120612,1975,Oil,0.326
120613,1976,Oil,0.315
120614,1977,Oil,0.348
120615,1978,Oil,0.396
120616,1979,Oil,0.462
120617,1980,Oil,0.498
120618,1981,Oil,0.587
120619,1982,Oil,0.609
120620,1983,Oil,0.601
120621,1984,Oil,0.575
120622,1985,Oil,0.577
120623,1986,Oil,0.555
120624,1987,Oil,0.546
120625,1988,Oil,0.564
120626,1989,Oil,0.572
120627,1990,Oil,0.37
120628,1991,Oil,0.333
120629,1992,Oil,0.322
120630,1993,Oil,0.364
120631,1994,Oil,0.341
120632,1995,Oil,0.302
120633,1996,Oil,0.366
120634,1997,Oil,0.399
120635,1998,Oil,0.423
120636,1999,Oil,0.427
120637,2000,Oil,0.449
120638,2001,Oil,0.399
120639,2002,Oil,0.409
120640,2003,Oil,0.459
120641,2004,Oil,0.436
120642,2005,Oil,0.429
120643,2006,Oil,0.399
120644,2007,Oil,0.468
120645,2008,Oil,0.509
120646,2009,Oil,0.667
120647,2010,Oil,0.828
120648,2011,Oil,0.927
120649,2012,Oil,1.341
120650,2013,Oil,1.539
120651,2014,Oil,1.678
120652,2015,Oil,1.689
120653,2016,Oil,1.685
120654,2017,Oil,1.66
120655,2018,Oil,1.444
120656,2019,Oil,1.456
120657,2020,Oil,1.329
120658,1915,Oil,
120659,1916,Oil,
120660,1917,Oil,
120661,1918,Oil,
120662,1919,Oil,
120663,1920,Oil,
120664,1921,Oil,
120665,1922,Oil,
120666,1923,Oil,
120667,1924,Oil,
120668,1925,Oil,
120669,1926,Oil,
120670,1927,Oil,
120671,1928,Oil,
120672,1929,Oil,
120673,1930,Oil,
120674,1931,Oil,
120675,1932,Oil,
120676,1933,Oil,
120677,1934,Oil,
120678,1935,Oil,
120679,1936,Oil,
120680,1937,Oil,
120681,1938,Oil,
120682,1939,Oil,
120683,1940,Oil,
120684,1941,Oil,
120685,1942,Oil,
120686,1943,Oil,
120687,1944,Oil,
120688,1945,Oil,
120689,1946,Oil,
120690,1947,Oil,
120691,1948,Oil,
120692,1949,Oil,
120693,1950,Oil,0.528
120694,1951,Oil,0.557
120695,1952,Oil,0.611
120696,1953,Oil,0.706
120697,1954,Oil,0.846
120698,1955,Oil,0.945
120699,1956,Oil,1.153
120700,1957,Oil,1.257
120701,1958,Oil,1.436
120702,1959,Oil,1.702
120703,1960,Oil,1.874
120704,1961,Oil,2.455
120705,1962,Oil,2.338
120706,1963,Oil,2.455
120707,1964,Oil,3.233
120708,1965,Oil,4.255
120709,1966,Oil,5.175
120710,1967,Oil,6.628
120711,1968,Oil,3.525
120712,1969,Oil,3.748
120713,1970,Oil,5.492
120714,1971,Oil,6.405
120715,1972,Oil,7.034
120716,1973,Oil,8.58
120717,1974,Oil,9.658
120718,1975,Oil,9.622
120719,1976,Oil,11.292
120720,1977,Oil,8.829
120721,1978,Oil,9.138
120722,1979,Oil,13.714
120723,1980,Oil,21.079
120724,1981,Oil,24.957
120725,1982,Oil,29.107
120726,1983,Oil,29.448
120727,1984,Oil,37.732
120728,1985,Oil,35.499
120729,1986,Oil,38.124
120730,1987,Oil,26.912
120731,1988,Oil,33.196
120732,1989,Oil,32.577
120733,1990,Oil,29.777
120734,1991,Oil,31.184
120735,1992,Oil,35.102
120736,1993,Oil,33.006
120737,1994,Oil,23.528
120738,1995,Oil,22.239
120739,1996,Oil,25.531
120740,1997,Oil,29.294
120741,1998,Oil,25.589
120742,1999,Oil,26.923
120743,2000,Oil,31.54
120744,2001,Oil,37.204
120745,2002,Oil,37.573
120746,2003,Oil,34.203
120747,2004,Oil,30.847
120748,2005,Oil,39.793
120749,2006,Oil,31.979
120750,2007,Oil,27.26
120751,2008,Oil,33.5
120752,2009,Oil,27.253
120753,2010,Oil,58.741
120754,2011,Oil,69.442
120755,2012,Oil,55.858
120756,2013,Oil,62.268
120757,2014,Oil,66.623
120758,2015,Oil,54.125
120759,2016,Oil,60.557
120760,2017,Oil,58.488
120761,2018,Oil,68.11
120762,2019,Oil,68.682
120763,2020,Oil,62.716
120764,1970,Oil,0.004
120765,1971,Oil,0.004
120766,1972,Oil,0.004
120767,1973,Oil,0.004
120768,1974,Oil,0.004
120769,1975,Oil,0.004
120770,1976,Oil,0.004
120771,1977,Oil,0.004
120772,1978,Oil,0.004
120773,1979,Oil,0.004
120774,1980,Oil,0.004
120775,1981,Oil,0.004
120776,1982,Oil,0.004
120777,1983,Oil,0.004
120778,1984,Oil,0.004
120779,1985,Oil,0.004
120780,1986,Oil,0.004
120781,1987,Oil,0.004
120782,1988,Oil,0.004
120783,1989,Oil,0.004
120784,1990,Oil,0.007
120785,1991,Oil,0.007
120786,1992,Oil,0.007
120787,1993,Oil,0.007
120788,1994,Oil,0.007
120789,1995,Oil,0.007
120790,1996,Oil,0.007
120791,1997,Oil,0.007
120792,1998,Oil,0.007
120793,1999,Oil,0.007
120794,2000,Oil,0.007
120795,2001,Oil,0.007
120796,2002,Oil,0.007
120797,2003,Oil,0.004
120798,2004,Oil,0.004
120799,2005,Oil,0.004
120800,2006,Oil,0.004
120801,2007,Oil,0.004
120802,2008,Oil,0.007
120803,2009,Oil,0.004
120804,2010,Oil,0.004
120805,2011,Oil,0.007
120806,2012,Oil,0.007
120807,2013,Oil,0.007
120808,2014,Oil,0.011
120809,2015,Oil,0.007
120810,2016,Oil,0.007
120811,2017,Oil,0.007
120812,2018,Oil,0.011
120813,2019,Oil,0.011
120814,2020,Oil,0.011
120815,1785,Oil,
120816,1786,Oil,
120817,1787,Oil,
120818,1788,Oil,
120819,1789,Oil,
120820,1790,Oil,
120821,1791,Oil,
120822,1792,Oil,
120823,1793,Oil,
120824,1794,Oil,
120825,1795,Oil,
120826,1796,Oil,
120827,1797,Oil,
120828,1798,Oil,
120829,1799,Oil,
120830,1800,Oil,
120831,1801,Oil,
120832,1802,Oil,
120833,1803,Oil,
120834,1804,Oil,
120835,1805,Oil,
120836,1806,Oil,
120837,1807,Oil,
120838,1808,Oil,
120839,1809,Oil,
120840,1810,Oil,
120841,1811,Oil,
120842,1812,Oil,
120843,1813,Oil,
120844,1814,Oil,
120845,1815,Oil,
120846,1816,Oil,
120847,1817,Oil,
120848,1818,Oil,
120849,1819,Oil,
120850,1820,Oil,
120851,1821,Oil,
120852,1822,Oil,
120853,1823,Oil,
120854,1824,Oil,
120855,1825,Oil,
120856,1826,Oil,
120857,1827,Oil,
120858,1828,Oil,
120859,1829,Oil,
120860,1830,Oil,
120861,1831,Oil,
120862,1832,Oil,
120863,1833,Oil,
120864,1834,Oil,
120865,1835,Oil,
120866,1836,Oil,
120867,1837,Oil,
120868,1838,Oil,
120869,1839,Oil,
120870,1840,Oil,
120871,1841,Oil,
120872,1842,Oil,
120873,1843,Oil,
120874,1844,Oil,
120875,1845,Oil,
120876,1846,Oil,
120877,1847,Oil,
120878,1848,Oil,
120879,1849,Oil,
120880,1850,Oil,
120881,1851,Oil,
120882,1852,Oil,
120883,1853,Oil,
120884,1854,Oil,
120885,1855,Oil,
120886,1856,Oil,
120887,1857,Oil,
120888,1858,Oil,
120889,1859,Oil,
120890,1860,Oil,0.202
120891,1861,Oil,0.861
120892,1862,Oil,1.257
120893,1863,Oil,1.099
120894,1864,Oil,0.901
120895,1865,Oil,1.07
120896,1866,Oil,1.539
120897,1867,Oil,1.444
120898,1868,Oil,1.576
120899,1869,Oil,1.814
120900,1870,Oil,2.151
120901,1871,Oil,2.129
120902,1872,Oil,2.536
120903,1873,Oil,4.001
120904,1874,Oil,4.39
120905,1875,Oil,3.518
120906,1876,Oil,3.613
120907,1877,Oil,5.305
120908,1878,Oil,6.185
120909,1879,Oil,8.098
120910,1880,Oil,10.527
120911,1881,Oil,11.029
120912,1882,Oil,12.08
120913,1883,Oil,9.094
120914,1884,Oil,9.215
120915,1885,Oil,8.233
120916,1886,Oil,10.959
120917,1887,Oil,10.981
120918,1888,Oil,10.809
120919,1889,Oil,13.821
120920,1890,Oil,18.107
120921,1891,Oil,21.559
120922,1892,Oil,19.947
120923,1893,Oil,19.027
120924,1894,Oil,19.317
120925,1895,Oil,20.83
120926,1896,Oil,24.135
120927,1897,Oil,23.827
120928,1898,Oil,21.819
120929,1899,Oil,22.512
120930,1900,Oil,25.029
120931,1901,Oil,27.447
120932,1902,Oil,35.108
120933,1903,Oil,40.091
120934,1904,Oil,47.126
120935,1905,Oil,54.491
120936,1906,Oil,50.886
120937,1907,Oil,67.776
120938,1908,Oil,73.855
120939,1909,Oil,74.661
120940,1910,Oil,86.353
120941,1911,Oil,95.011
120942,1912,Oil,97.811
120943,1913,Oil,119.919
120944,1914,Oil,125.972
120945,1915,Oil,137.096
120946,1916,Oil,154.086
120947,1917,Oil,177.74
120948,1918,Oil,193.716
120949,1919,Oil,224.53
120950,1920,Oil,310.095
120951,1921,Oil,340.485
120952,1922,Oil,372.23
120953,1923,Oil,409.972
120954,1924,Oil,398.138
120955,1925,Oil,402.411
120956,1926,Oil,396.68
120957,1927,Oil,436.865
120958,1928,Oil,441.268
120959,1929,Oil,483.094
120960,1930,Oil,429.204
120961,1931,Oil,398.687
120962,1932,Oil,368.149
120963,1933,Oil,406.24
120964,1934,Oil,412.124
120965,1935,Oil,444.979
120966,1936,Oil,490.399
120967,1937,Oil,561.373
120968,1938,Oil,530.416
120969,1939,Oil,557.653
120970,1940,Oil,610.76
120971,1941,Oil,643.543
120972,1942,Oil,615.211
120973,1943,Oil,665.576
120974,1944,Oil,758.502
120975,1945,Oil,788.16
120976,1946,Oil,803.134
120977,1947,Oil,864.427
120978,1948,Oil,953.9
120979,1949,Oil,889.835
120980,1950,Oil,990.094
120981,1951,Oil,1070.496
120982,1952,Oil,1111.655
120983,1953,Oil,1167.356
120984,1954,Oil,1193.16
120985,1955,Oil,1289.452
120986,1956,Oil,1362.49
120987,1957,Oil,1363.391
120988,1958,Oil,1399.719
120989,1959,Oil,1443.903
120990,1960,Oil,1474.116
120991,1961,Oil,1496.27
120992,1962,Oil,1545.368
120993,1963,Oil,1572.172
120994,1964,Oil,1625.696
120995,1965,Oil,1704.998
120996,1966,Oil,1776.754
120997,1967,Oil,1862.829
120998,1968,Oil,1974.579
120999,1969,Oil,2082.347
121000,1970,Oil,2382.968
121001,1971,Oil,2467.366
121002,1972,Oil,2660.699
121003,1973,Oil,2818.663
121004,1974,Oil,2734.949
121005,1975,Oil,2699.803
121006,1976,Oil,2819.544
121007,1977,Oil,2978.952
121008,1978,Oil,2990.301
121009,1979,Oil,2969.688
121010,1980,Oil,2777.939
121011,1981,Oil,2617.275
121012,1982,Oil,2495.594
121013,1983,Oil,2423.54
121014,1984,Oil,2508.382
121015,1985,Oil,2504.191
121016,1986,Oil,2597.183
121017,1987,Oil,2663.06
121018,1988,Oil,2768.366
121019,1989,Oil,2783.63
121020,1990,Oil,2664.334
121021,1991,Oil,2600.055
121022,1992,Oil,2655.655
121023,1993,Oil,2674.693
121024,1994,Oil,2742.213
121025,1995,Oil,2721.424
121026,1996,Oil,2817.974
121027,1997,Oil,2870.126
121028,1998,Oil,2922.612
121029,1999,Oil,2998.391
121030,2000,Oil,3077.043
121031,2001,Oil,3107.449
121032,2002,Oil,3094.265
121033,2003,Oil,3180.046
121034,2004,Oil,3247.51
121035,2005,Oil,3271.003
121036,2006,Oil,3228.408
121037,2007,Oil,3220.611
121038,2008,Oil,3027.82
121039,2009,Oil,2876.454
121040,2010,Oil,2890.856
121041,2011,Oil,2856.194
121042,2012,Oil,2825.093
121043,2013,Oil,2843.346
121044,2014,Oil,2846.079
121045,2015,Oil,2882.066
121046,2016,Oil,2878.801
121047,2017,Oil,2892.774
121048,2018,Oil,2944.582
121049,2019,Oil,2927.459
121050,2020,Oil,2549.14
121051,1785,Oil,
121052,1786,Oil,
121053,1787,Oil,
121054,1788,Oil,
121055,1789,Oil,
121056,1790,Oil,
121057,1791,Oil,
121058,1792,Oil,
121059,1793,Oil,
121060,1794,Oil,
121061,1795,Oil,
121062,1796,Oil,
121063,1797,Oil,
121064,1798,Oil,
121065,1799,Oil,
121066,1800,Oil,
121067,1801,Oil,
121068,1802,Oil,
121069,1803,Oil,
121070,1804,Oil,
121071,1805,Oil,
121072,1806,Oil,
121073,1807,Oil,
121074,1808,Oil,
121075,1809,Oil,
121076,1810,Oil,
121077,1811,Oil,
121078,1812,Oil,
121079,1813,Oil,
121080,1814,Oil,
121081,1815,Oil,
121082,1816,Oil,
121083,1817,Oil,
121084,1818,Oil,
121085,1819,Oil,
121086,1820,Oil,
121087,1821,Oil,
121088,1822,Oil,
121089,1823,Oil,
121090,1824,Oil,
121091,1825,Oil,
121092,1826,Oil,
121093,1827,Oil,
121094,1828,Oil,
121095,1829,Oil,
121096,1830,Oil,
121097,1831,Oil,
121098,1832,Oil,
121099,1833,Oil,
121100,1834,Oil,
121101,1835,Oil,
121102,1836,Oil,
121103,1837,Oil,
121104,1838,Oil,
121105,1839,Oil,
121106,1840,Oil,
121107,1841,Oil,
121108,1842,Oil,
121109,1843,Oil,
121110,1844,Oil,
121111,1845,Oil,
121112,1846,Oil,
121113,1847,Oil,
121114,1848,Oil,
121115,1849,Oil,
121116,1850,Oil,
121117,1851,Oil,
121118,1852,Oil,
121119,1853,Oil,
121120,1854,Oil,
121121,1855,Oil,
121122,1856,Oil,
121123,1857,Oil,
121124,1858,Oil,
121125,1859,Oil,
121126,1860,Oil,
121127,1861,Oil,
121128,1862,Oil,0.007
121129,1863,Oil,0.033
121130,1864,Oil,0.037
121131,1865,Oil,0.048
121132,1866,Oil,0.07
121133,1867,Oil,0.077
121134,1868,Oil,0.084
121135,1869,Oil,0.088
121136,1870,Oil,0.103
121137,1871,Oil,0.11
121138,1872,Oil,0.125
121139,1873,Oil,0.15
121140,1874,Oil,0.066
121141,1875,Oil,0.088
121142,1876,Oil,0.128
121143,1877,Oil,0.128
121144,1878,Oil,0.128
121145,1879,Oil,0.235
121146,1880,Oil,0.143
121147,1881,Oil,0.114
121148,1882,Oil,0.114
121149,1883,Oil,0.088
121150,1884,Oil,0.099
121151,1885,Oil,0.099
121152,1886,Oil,0.234
121153,1887,Oil,0.213
121154,1888,Oil,0.282
121155,1889,Oil,0.282
121156,1890,Oil,0.319
121157,1891,Oil,0.308
121158,1892,Oil,0.319
121159,1893,Oil,0.326
121160,1894,Oil,0.341
121161,1895,Oil,0.297
121162,1896,Oil,0.297
121163,1897,Oil,0.293
121164,1898,Oil,0.311
121165,1899,Oil,0.333
121166,1900,Oil,0.377
121167,1901,Oil,0.322
121168,1902,Oil,0.238
121169,1903,Oil,0.253
121170,1904,Oil,0.337
121171,1905,Oil,0.638
121172,1906,Oil,0.612
121173,1907,Oil,1.088
121174,1908,Oil,2.308
121175,1909,Oil,1.425
121176,1910,Oil,2.422
121177,1911,Oil,6.841
121178,1912,Oil,8.49
121179,1913,Oil,12.842
121180,1914,Oil,11.355
121181,1915,Oil,16.165
121182,1916,Oil,20.105
121183,1917,Oil,29.799
121184,1918,Oil,34.526
121185,1919,Oil,45.313
121186,1920,Oil,79.45
121187,1921,Oil,94.124
121188,1922,Oil,89.743
121189,1923,Oil,75.559
121190,1924,Oil,72.58
121191,1925,Oil,61.167
121192,1926,Oil,51.414
121193,1927,Oil,40.659
121194,1928,Oil,36.866
121195,1929,Oil,37.496
121196,1930,Oil,35.798
121197,1931,Oil,32.066
121198,1932,Oil,30.499
121199,1933,Oil,32.453
121200,1934,Oil,37.131
121201,1935,Oil,39.773
121202,1936,Oil,42.042
121203,1937,Oil,47.738
121204,1938,Oil,48.22
121205,1939,Oil,49.496
121206,1940,Oil,53.139
121207,1941,Oil,54.808
121208,1942,Oil,49.518
121209,1943,Oil,52.64
121210,1944,Oil,58.383
121211,1945,Oil,60.783
121212,1946,Oil,66.116
121213,1947,Oil,73.085
121214,1948,Oil,79.554
121215,1949,Oil,76.112
121216,1950,Oil,93.293
121217,1951,Oil,109.834
121218,1952,Oil,110.688
121219,1953,Oil,117.277
121220,1954,Oil,129.948
121221,1955,Oil,141.55
121222,1956,Oil,158.703
121223,1957,Oil,169.729
121224,1958,Oil,179.673
121225,1959,Oil,185.445
121226,1960,Oil,192.486
121227,1961,Oil,198.954
121228,1962,Oil,210.621
121229,1963,Oil,212.916
121230,1964,Oil,231.777
121231,1965,Oil,240.307
121232,1966,Oil,247.093
121233,1967,Oil,273.635
121234,1968,Oil,285.156
121235,1969,Oil,300.719
121236,1970,Oil,344.886
121237,1971,Oil,370.061
121238,1972,Oil,391.526
121239,1973,Oil,415.439
121240,1974,Oil,428.668
121241,1975,Oil,432.401
121242,1976,Oil,456.568
121243,1977,Oil,463.327
121244,1978,Oil,475.102
121245,1979,Oil,499.588
121246,1980,Oil,524.131
121247,1981,Oil,517.084
121248,1982,Oil,505.34
121249,1983,Oil,459.767
121250,1984,Oil,469.805
121251,1985,Oil,473.385
121252,1986,Oil,476.074
121253,1987,Oil,506.57
121254,1988,Oil,519.769
121255,1989,Oil,534.781
121256,1990,Oil,525.979
121257,1991,Oil,523.985
121258,1992,Oil,527.565
121259,1993,Oil,533.197
121260,1994,Oil,551.549
121261,1995,Oil,540.558
121262,1996,Oil,550.323
121263,1997,Oil,579.129
121264,1998,Oil,591.765
121265,1999,Oil,603.954
121266,2000,Oil,607.903
121267,2001,Oil,625.465
121268,2002,Oil,617.694
121269,2003,Oil,642.837
121270,2004,Oil,651.224
121271,2005,Oil,662.526
121272,2006,Oil,657.515
121273,2007,Oil,669.1
121274,2008,Oil,664.144
121275,2009,Oil,643.421
121276,2010,Oil,640.352
121277,2011,Oil,654.447
121278,2012,Oil,672.968
121279,2013,Oil,659.221
121280,2014,Oil,644.903
121281,2015,Oil,642.577
121282,2016,Oil,632.277
121283,2017,Oil,627.448
121284,2018,Oil,627.771
121285,2019,Oil,614.087
121286,2020,Oil,528.603
121287,1905,Oil,
121288,1906,Oil,
121289,1907,Oil,
121290,1908,Oil,
121291,1909,Oil,
121292,1910,Oil,
121293,1911,Oil,
121294,1912,Oil,
121295,1913,Oil,
121296,1914,Oil,
121297,1915,Oil,
121298,1916,Oil,
121299,1917,Oil,
121300,1918,Oil,
121301,1919,Oil,
121302,1920,Oil,
121303,1921,Oil,
121304,1922,Oil,
121305,1923,Oil,
121306,1924,Oil,
121307,1925,Oil,
121308,1926,Oil,
121309,1927,Oil,
121310,1928,Oil,
121311,1929,Oil,
121312,1930,Oil,
121313,1931,Oil,
121314,1932,Oil,
121315,1933,Oil,
121316,1934,Oil,
121317,1935,Oil,
121318,1936,Oil,
121319,1937,Oil,
121320,1938,Oil,
121321,1939,Oil,
121322,1940,Oil,
121323,1941,Oil,
121324,1942,Oil,
121325,1943,Oil,
121326,1944,Oil,
121327,1945,Oil,
121328,1946,Oil,
121329,1947,Oil,
121330,1948,Oil,
121331,1949,Oil,
121332,1950,Oil,0.407
121333,1951,Oil,0.425
121334,1952,Oil,0.3
121335,1953,Oil,0.348
121336,1954,Oil,0.407
121337,1955,Oil,0.41
121338,1956,Oil,0.462
121339,1957,Oil,0.513
121340,1958,Oil,0.641
121341,1959,Oil,0.689
121342,1960,Oil,0.597
121343,1961,Oil,0.857
121344,1962,Oil,1.18
121345,1963,Oil,1.257
121346,1964,Oil,1.187
121347,1965,Oil,1.092
121348,1966,Oil,1.103
121349,1967,Oil,1.279
121350,1968,Oil,2.041
121351,1969,Oil,2.209
121352,1970,Oil,2.499
121353,1971,Oil,2.096
121354,1972,Oil,2.206
121355,1973,Oil,2.345
121356,1974,Oil,3.067
121357,1975,Oil,3.558
121358,1976,Oil,3.437
121359,1977,Oil,3.686
121360,1978,Oil,5.613
121361,1979,Oil,6.412
121362,1980,Oil,7.178
121363,1981,Oil,7.639
121364,1982,Oil,7.944
121365,1983,Oil,8.251
121366,1984,Oil,8.867
121367,1985,Oil,9.479
121368,1986,Oil,11.472
121369,1987,Oil,15.063
121370,1988,Oil,14.158
121371,1989,Oil,14.172
121372,1990,Oil,8.105
121373,1991,Oil,6.166
121374,1992,Oil,5.02
121375,1993,Oil,4.496
121376,1994,Oil,3.037
121377,1995,Oil,4.038
121378,1996,Oil,4.353
121379,1997,Oil,3.037
121380,1998,Oil,3.99
121381,1999,Oil,2.609
121382,2000,Oil,3.136
121383,2001,Oil,3.488
121384,2002,Oil,3.495
121385,2003,Oil,3.404
121386,2004,Oil,3.426
121387,2005,Oil,2.876
121388,2006,Oil,2.195
121389,2007,Oil,2.623
